,category,text
215,LOCATION#POSITIVE,First went here to enjoy their garden terrace.
216,QUALITY#POSITIVE,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
217,SERVICE#POSITIVE,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
218,FOOD#POSITIVE,"The Steak Tartare is a great bet, they fix it for you at the table."
219,LOCATION#POSITIVE,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
220,LOCATION#NEGATIVE,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
221,FOOD#POSITIVE,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
222,QUALITY#POSITIVE,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
223,PRICE#POSITIVE,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
225,LOCATION#POSITIVE,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
226,QUALITY#POSITIVE,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
227,RESTAURANT#POSITIVE,"Have recommended the place to friends, always gets good response."
228,QUALITY#POSITIVE,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!"
229,QUALITY#POSITIVE,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!"
230,RESTAURANT#POSITIVE,I take all my NYC guests to VT's.
231,LOCATION#POSITIVE,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
232,QUALITY#POSITIVE,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
233,RESTAURANT#POSITIVE,I've been there three times and have always had wonderful experiences.
234,LOCATION#POSITIVE,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
235,SERVICE#POSITIVE,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
236,RESTAURANT#POSITIVE,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
237,RESTAURANT#POSITIVE,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.
238,SERVICE#NEGATIVE,Even after they overcharged me the last time I was there.
239,QUALITY#POSITIVE,Make sure you have the Spicy Scallop roll.. .
240,QUALITY#POSITIVE,it's delicious!
241,QUALITY#POSITIVE,"Moules were excellent, lobster ravioli was VERY salty!"
242,QUALITY#NEGATIVE,"Moules were excellent, lobster ravioli was VERY salty!"
243,SERVICE#NEGATIVE,"Took my mom for Mother's Day, and the maitre d' was pretty rude."
244,SERVICE#NEGATIVE,"Told us to sit anywhere, and when we sat he said the table was reserved."
245,SERVICE#NEGATIVE,Stepped on my foot on the SECOND time he reached over me to adjust lighting.
246,QUALITY#NEGATIVE,Tiny dessert was $8.00...just plain overpriced for what it is.
247,FOOD#NEGATIVE,Tiny dessert was $8.00...just plain overpriced for what it is.
248,PRICE#NEGATIVE,Tiny dessert was $8.00...just plain overpriced for what it is.
249,QUALITY#POSITIVE,The drinks are always welll made and wine selection is fairly priced.
250,PRICE#POSITIVE,The drinks are always welll made and wine selection is fairly priced.
251,QUALITY#POSITIVE,Try their chef's specials-- they are to die for.
253,LOCATION#POSITIVE,Downstairs lounge is always a good attraction
254,LOCATION#POSITIVE,"Raga's is a romantic, cozy restaurant."
255,FOOD#POSITIVE,The exotic food is beautifully presented and is a delight in delicious combinations.
256,QUALITY#POSITIVE,The exotic food is beautifully presented and is a delight in delicious combinations.
257,PRICE#POSITIVE,It is also extremely well priced.
258,SERVICE#POSITIVE,The staff is incredibly helpful and attentive.
259,FOOD#POSITIVE,The bar is very well stocked with interesting beers and well priced wines.
260,FOOD#POSITIVE,The bar is very well stocked with interesting beers and well priced wines.
261,PRICE#POSITIVE,The bar is very well stocked with interesting beers and well priced wines.
262,RESTAURANT#POSITIVE,This is one of my favorite restaurants and it is not to be missed.
263,RESTAURANT#POSITIVE,Your friends will thank you for introducing them to this gem!
264,RESTAURANT#NEGATIVE,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong."
265,SERVICE#NEGATIVE,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no..."
266,SERVICE#NEGATIVE,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. "
267,SERVICE#NEGATIVE,Such a disappointment...
268,SERVICE#NEGATIVE,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one"
270,RESTAURANT#NEGATIVE,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one"
271,RESTAURANT#POSITIVE,I had a grat time at Jekyll and Hyde!
272,RESTAURANT#POSITIVE,I loved everythig about it-especially the shows and actors.
273,LOCATION#POSITIVE,I loved everythig about it-especially the shows and actors.
274,LOCATION#POSITIVE,I loved everythig about it-especially the shows and actors.
275,SERVICE#POSITIVE,Our server was very helpful and friendly.
276,RESTAURANT#POSITIVE,I am bringing my whole family back next time.
277,QUALITY#POSITIVE,The food was good too.
278,QUALITY#POSITIVE,The tuna and wasabe potatoes are excellent.
279,QUALITY#POSITIVE,The tuna and wasabe potatoes are excellent.
280,LOCATION#POSITIVE,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
282,SERVICE#POSITIVE,Service was prompt and courteous.
283,RESTAURANT#POSITIVE,This was a repeat visit and we'll definitely be back again.
284,SERVICE#POSITIVE,"Great service, great food."
285,QUALITY#POSITIVE,"Great service, great food."
287,LOCATION#NEGATIVE,But too far east!
288,QUALITY#POSITIVE,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's."
289,QUALITY#POSITIVE,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's."
290,FOOD#NEGATIVE,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu."
291,QUALITY#NEGATIVE,"Also, because it is so thin, it gets cold very quickly and its not that filling."
292,FOOD#NEGATIVE,"Also, because it is so thin, it gets cold very quickly and its not that filling."
293,SERVICE#NEGATIVE,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
294,QUALITY#POSITIVE,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
295,QUALITY#POSITIVE,By far the best salad I have had in a fast food restaurant.
296,QUALITY#POSITIVE,fine dining restaurant quality.
297,FOOD#POSITIVE,Over 100 different choices to create your own.
298,RESTAURANT#POSITIVE,A must try!
299,RESTAURANT#POSITIVE,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT."
300,QUALITY#POSITIVE,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
301,LOCATION#POSITIVE,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
302,QUALITY#POSITIVE,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
303,FOOD#POSITIVE,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
304,QUALITY#POSITIVE,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
305,SERVICE#POSITIVE,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
306,RESTAURANT#POSITIVE,"With so many poor experiences to be had in the theater district, is truly an excellent find!"
307,RESTAURANT#POSITIVE,We will return many times for this oasis in mid-town.
308,SERVICE#POSITIVE,The staff is no nonsense.
309,FOOD#POSITIVE,The food options rule.
310,QUALITY#POSITIVE,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
311,RESTAURANT#POSITIVE,Worth visiting the 1st Ave spot because it is the original store.
312,QUALITY#POSITIVE,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!"
313,FOOD#POSITIVE,The sake menu should not be overlooked!
314,RESTAURANT#POSITIVE,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city."
315,QUALITY#POSITIVE,Try the lobster teriyaki and the rose special roll.
316,QUALITY#POSITIVE,Try the lobster teriyaki and the rose special roll.
317,SERVICE#POSITIVE,"Service was very good - prompt, attentive and non-intrusive."
318,QUALITY#POSITIVE,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
319,QUALITY#NEGATIVE,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
320,FOOD#POSITIVE,Wine list selection is good and wine-by-the-glass was generously filled to the top.
321,FOOD#POSITIVE,Wine list selection is good and wine-by-the-glass was generously filled to the top.
322,LOCATION#POSITIVE,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
323,LOCATION#NEGATIVE,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
324,RESTAURANT#POSITIVE,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square."
326,SERVICE#POSITIVE,"Seating is always prompt, though the restaurant does fill up in the evening."
327,QUALITY#POSITIVE,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
328,QUALITY#NEGATIVE,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
330,LOCATION#POSITIVE,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date."
331,LOCATION#POSITIVE,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date."
332,RESTAURANT#POSITIVE,I have NEVER been disappointed in the Red Eye.
333,LOCATION#POSITIVE,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
334,LOCATION#POSITIVE,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
335,QUALITY#POSITIVE,It's simply the best meal in NYC.
336,RESTAURANT#POSITIVE,You cannot go wrong at the Red Eye Grill.
337,RESTAURANT#POSITIVE,"If we were to move from the upper east side, we would genuinely miss this restaurant."
339,QUALITY#POSITIVE,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
340,QUALITY#POSITIVE,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
341,RESTAURANT#POSITIVE,I would highly recommend it.
342,RESTAURANT#POSITIVE,It's one of our favorite places to eat in NY.
343,RESTAURANT#POSITIVE,We had a great time at the Jekyll and hyde Pub last night.
344,RESTAURANT#POSITIVE,After really enjoying ourselves at the bar we sat down at a table and had dinner.
345,SERVICE#POSITIVE,The server was really cool and served us our food and drinks with a smile.
346,LOCATION#POSITIVE,The place's decor and hidden bathrooms made for a good laugh.
347,LOCATION#POSITIVE,The place's decor and hidden bathrooms made for a good laugh.
348,RESTAURANT#POSITIVE,I highly recommend visiting this restaurant and having dinner and drinks!
349,RESTAURANT#POSITIVE,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat."
350,RESTAURANT#POSITIVE,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic."
351,FOOD#POSITIVE,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
352,QUALITY#POSITIVE,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
353,QUALITY#POSITIVE,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
354,LOCATION#POSITIVE,The entertainment was great they have shows that go on through out the dinner.
355,RESTAURANT#POSITIVE,"Please take my advice, go and try this place."
356,RESTAURANT#POSITIVE,You will not be disapointed at all.
357,RESTAURANT#POSITIVE,We were not dissappointed in the least bit by this little gem.
358,FOOD#POSITIVE,The bagel was huge.
359,QUALITY#POSITIVE,They were served warm and had a soft fluffy interior.
360,FOOD#NEGATIVE,The workers there also absolutely load the bagel with cream cheese (gets a little messy).
361,RESTAURANT#POSITIVE,I loved it and would HIGHLY RECOMMEND.
362,QUALITY#POSITIVE,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
363,SERVICE#POSITIVE,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
364,QUALITY#POSITIVE,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.
365,QUALITY#POSITIVE,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.
366,QUALITY#POSITIVE,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
367,QUALITY#POSITIVE,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
368,QUALITY#POSITIVE,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
369,QUALITY#POSITIVE,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
370,LOCATION#POSITIVE,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
371,SERVICE#POSITIVE,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
372,SERVICE#POSITIVE,All the staff is absolutely professional!! 
373,SERVICE#POSITIVE,"(that is A MUST, but not every restaurant can do...) "
374,LOCATION#POSITIVE,"There's nice and quiet, small but enough for 6 (or more)."
375,RESTAURANT#NEGATIVE,This restaurant was way overhyped.
376,QUALITY#NEGATIVE,My chow fun and chow see was really bland and oily.
377,QUALITY#NEGATIVE,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
380,SERVICE#POSITIVE,The service was the only thing good about this restaurant.
381,RESTAURANT#NEGATIVE,The service was the only thing good about this restaurant.
382,LOCATION#NEGATIVE,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
383,QUALITY#NEGATIVE,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
384,QUALITY#NEGATIVE,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
385,QUALITY#NEGATIVE,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
386,RESTAURANT#NEGATIVE,I definitely wouldn't go back.
387,QUALITY#POSITIVE,Their pad penang is delicious and everything else is fantastic.
388,QUALITY#POSITIVE,Their pad penang is delicious and everything else is fantastic.
389,PRICE#POSITIVE,The price is reasonable although the service is poor.
390,SERVICE#NEGATIVE,The price is reasonable although the service is poor.
391,RESTAURANT#POSITIVE,fresh restaurant was amazing........ food was delicious and of course fresh.
392,QUALITY#POSITIVE,fresh restaurant was amazing........ food was delicious and of course fresh.
393,LOCATION#POSITIVE,"great for a romantic evening, or a fun evening with friends..."
394,RESTAURANT#POSITIVE,"great for a romantic evening, or a fun evening with friends..."
395,RESTAURANT#POSITIVE,I will be going back very soon.
396,RESTAURANT#POSITIVE,keep up the good work.
397,QUALITY#POSITIVE,Hats off to the chef.
398,RESTAURANT#POSITIVE,It was wonderful.
399,QUALITY#POSITIVE,"the salads are delicious, both refreshing and very spicy."
400,QUALITY#POSITIVE,We had Pam's special fried fish and it was amazing.
401,FOOD#NEGATIVE,too large for just two people but nothing was left.
402,QUALITY#POSITIVE,too large for just two people but nothing was left.
403,LOCATION#POSITIVE,"Great vibe, lots of people."
404,QUALITY#POSITIVE,"My husbands was perfect, my was well done and dry."
405,QUALITY#NEGATIVE,"My husbands was perfect, my was well done and dry."
406,LOCATION#POSITIVE,"I didn't complain, I liked the atmosphere so much."
407,RESTAURANT#POSITIVE,On a hot day it was fabulous to stop in and enjoy lunch.
408,LOCATION#POSITIVE,"Ambience is so cute and quaint, good for business although we were there on vacation."
409,RESTAURANT#POSITIVE,"Ambience is so cute and quaint, good for business although we were there on vacation."
410,QUALITY#POSITIVE,Salads were fantastic.
411,QUALITY#POSITIVE,Although we were looking for regular lettuce and some walnuts the salads we got were great.
412,QUALITY#POSITIVE,Ingredients are organic which is a real plus for me.
413,RESTAURANT#POSITIVE,We will be back.
414,QUALITY#POSITIVE,"This is some really good, inexpensive sushi."
415,PRICE#POSITIVE,"This is some really good, inexpensive sushi."
416,FOOD#POSITIVE,The spicy Tuna roll is huge and probably the best that I've had at this price range.
417,QUALITY#POSITIVE,The spicy Tuna roll is huge and probably the best that I've had at this price range.
418,PRICE#POSITIVE,The spicy Tuna roll is huge and probably the best that I've had at this price range.
419,QUALITY#POSITIVE,The Yellowtail was particularly good as well.
420,FOOD#NEGATIVE,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."
421,PRICE#NEGATIVE,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."
422,RESTAURANT#POSITIVE,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town."
423,RESTAURANT#POSITIVE,Big Wong gets big Ups for a fine establishment.
424,RESTAURANT#POSITIVE,"They have it all -- great price, food, and service."
425,PRICE#POSITIVE,"They have it all -- great price, food, and service."
426,QUALITY#POSITIVE,"They have it all -- great price, food, and service."
427,SERVICE#POSITIVE,"They have it all -- great price, food, and service."
428,LOCATION#NEGATIVE,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.
429,SERVICE#POSITIVE,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.
430,SERVICE#POSITIVE,The food is prepared quickly and efficiently.
431,PRICE#POSITIVE,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
432,PRICE#POSITIVE,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
433,PRICE#POSITIVE,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
434,PRICE#POSITIVE,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
435,SERVICE#POSITIVE,The takeout is great too since they give high quality tupperware as well.
436,RESTAURANT#POSITIVE,This place is always very crowded and popular.
437,QUALITY#POSITIVE,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.
438,QUALITY#POSITIVE,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.
439,SERVICE#POSITIVE,We both opted for a pasta dish and they were served timely and fresh.
440,QUALITY#POSITIVE,We both opted for a pasta dish and they were served timely and fresh.
441,QUALITY#POSITIVE,"We concluded with tiramisu chocolate cake, both were delicious."
442,RESTAURANT#POSITIVE,We'd go back again
443,RESTAURANT#POSITIVE,I recently went to this restaurant with some co-workers for lunch and had an amazing time.
444,SERVICE#POSITIVE,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
445,QUALITY#POSITIVE,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
446,LOCATION#POSITIVE,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
447,SERVICE#POSITIVE,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.
448,PRICE#NEGATIVE,"Yes, the prices are high, but I felt it was worth it."
449,RESTAURANT#POSITIVE,"Yes, the prices are high, but I felt it was worth it."
450,RESTAURANT#POSITIVE,We all felt it was worth it.
451,QUALITY#POSITIVE,sometimes i get good food and ok service.
453,QUALITY#NEGATIVE,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
454,SERVICE#NEGATIVE,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
455,SERVICE#NEGATIVE,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
456,QUALITY#POSITIVE,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
457,RESTAURANT#NEGATIVE,it is not consistent.
458,FOOD#POSITIVE,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
459,FOOD#POSITIVE,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
460,SERVICE#POSITIVE,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
461,LOCATION#POSITIVE,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
462,RESTAURANT#POSITIVE,And where does Patis go wrong; no where. 
463,FOOD#POSITIVE,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff."
464,QUALITY#POSITIVE,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff."
465,RESTAURANT#POSITIVE,And evaluated on those terms Pastis is simply wonderful.
466,QUALITY#POSITIVE,Right off the L in Brooklyn this is a nice cozy place with good pizza.
467,LOCATION#POSITIVE,Right off the L in Brooklyn this is a nice cozy place with good pizza.
468,QUALITY#NEGATIVE,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
469,QUALITY#POSITIVE,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
470,QUALITY#POSITIVE,My friend got the mushroom pizza which tasted better.
471,QUALITY#POSITIVE,The sangria was pretty tasty and good on a hot muggy day.
473,RESTAURANT#POSITIVE,Overall I would recommend it and go back again.
474,FOOD#POSITIVE,I started out with a Bombay beer which was big enough for two.
475,QUALITY#POSITIVE,MMmmm... it was delicious.
476,SERVICE#NEGATIVE,"Service was slow, but the people were friendly."
477,SERVICE#POSITIVE,"Service was slow, but the people were friendly."
478,LOCATION#POSITIVE,It's a nice place to relax and have conversation.
479,RESTAURANT#POSITIVE,I can't wait to go back.
480,QUALITY#POSITIVE,The food is authentic Italian - delicious!
481,QUALITY#POSITIVE,"Pizza is terrific, as is homemade pasta."
482,QUALITY#POSITIVE,"Pizza is terrific, as is homemade pasta."
483,LOCATION#POSITIVE,"Ambience is delightful, service impeccable."
484,SERVICE#POSITIVE,"Ambience is delightful, service impeccable."
485,QUALITY#NEGATIVE,I'm still mad that i had to pay for lousy food.
486,QUALITY#NEGATIVE,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
487,QUALITY#NEGATIVE,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
488,SERVICE#NEGATIVE,Service was also horrible and the ambience is not that great.
489,LOCATION#NEGATIVE,Service was also horrible and the ambience is not that great.
490,RESTAURANT#NEGATIVE,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
491,RESTAURANT#POSITIVE,I go and eat out at many different restaurants and this is one place you have go and try.
492,QUALITY#POSITIVE,This is my first time writing a review for a restaurant because the food and service was excellent.
493,SERVICE#POSITIVE,This is my first time writing a review for a restaurant because the food and service was excellent.
494,QUALITY#POSITIVE,The filet mignon dish was superb!
495,RESTAURANT#POSITIVE,I would defiantly come back here again as one of my top choices.
496,RESTAURANT#POSITIVE,It's a small cute restaurant.
497,RESTAURANT#POSITIVE,I absolutely love this place!!!
498,LOCATION#POSITIVE,"I like the ambience, it's very dark and original."
499,QUALITY#POSITIVE,The sushi is amazing!!! 
500,PRICE#POSITIVE,And amazingly cheap.
501,RESTAURANT#POSITIVE,Big thumbs up!
502,LOCATION#POSITIVE,Very affordable and excellent ambient!
503,PRICE#POSITIVE,Very affordable and excellent ambient!
504,QUALITY#NEGATIVE,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
505,QUALITY#NEGATIVE,We were very disappointed.
506,QUALITY#NEGATIVE,We won't go to this place again for a good meal.
507,LOCATION#POSITIVE,"However, I think this place is a good hang out spot."
508,RESTAURANT#POSITIVE,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
509,QUALITY#POSITIVE,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
510,QUALITY#POSITIVE,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
511,SERVICE#POSITIVE,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
512,LOCATION#POSITIVE,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
513,LOCATION#POSITIVE,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
514,RESTAURANT#POSITIVE,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it."
515,RESTAURANT#POSITIVE,Check this place out!
516,RESTAURANT#POSITIVE,HIGHLY RECOMMENDED!!!!!
517,LOCATION#NEGATIVE,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
518,LOCATION#NEGATIVE,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."
519,LOCATION#NEGATIVE,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
521,PRICE#NEGATIVE,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
522,QUALITY#NEGATIVE,Slightly above average wines start at $70+ with only one selection listed at $30+.
523,PRICE#NEGATIVE,Slightly above average wines start at $70+ with only one selection listed at $30+.
524,SERVICE#NEGATIVE,Service is not what one would expect from a joint in this price category.
525,SERVICE#NEGATIVE,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... "
526,SERVICE#NEGATIVE,Somehow working the italian charm with constant mille grazie does not constitute proper service.
527,QUALITY#POSITIVE,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora."
528,RESTAURANT#NEGATIVE,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora."
529,QUALITY#NEGATIVE,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.
530,QUALITY#NEGATIVE,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.
531,QUALITY#NEGATIVE,Fish was overdone.
532,SERVICE#POSITIVE,"Cute place, nice wait staff but would never go there again."
533,LOCATION#POSITIVE,"Cute place, nice wait staff but would never go there again."
534,RESTAURANT#NEGATIVE,"Cute place, nice wait staff but would never go there again."
535,QUALITY#NEGATIVE,Someone else recommended the dessert - we also left that.
536,QUALITY#POSITIVE,One of us actually liked the expresso - that's it.
537,RESTAURANT#NEGATIVE,"Skip this restaurant, it's a big disappointment."
538,RESTAURANT#POSITIVE,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.
539,SERVICE#POSITIVE,I've never had bad service and the fish is fresh and delicious.
540,QUALITY#POSITIVE,I've never had bad service and the fish is fresh and delicious.
541,QUALITY#POSITIVE,Their tuna tartar appetizer is to die for.
542,QUALITY#POSITIVE,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
543,QUALITY#POSITIVE,It is simply amazing.
544,SERVICE#POSITIVE,The place is so cool and the service is prompt and curtious.
545,LOCATION#POSITIVE,The place is so cool and the service is prompt and curtious.
546,RESTAURANT#POSITIVE,I highly recommend to anyone to give this place a try.
547,RESTAURANT#POSITIVE,You will find yourself returning quite often.
548,QUALITY#POSITIVE,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
549,SERVICE#POSITIVE,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
550,LOCATION#POSITIVE,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
551,QUALITY#POSITIVE,No gimmicks here -- the food speaks for itself in its freshness and preparation.
552,LOCATION#POSITIVE,The dining room is quietly elegant with no music to shout over -- how refreshing!
553,SERVICE#POSITIVE,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs."
554,SERVICE#POSITIVE,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs."
555,QUALITY#POSITIVE,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
556,LOCATION#POSITIVE,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
